R-DRE-420092	Glucagon-type ligand receptors	23	23	1	1	1	1	1	1	1	1	1	16	22	4863	0.99726	0.076959	0.076959	4.35	436584	gcgb	ENSDARG00000040907		0.0379502	0.0379502	0.0379502		0.0379502		0.0233317	0.0233317	0.0233317		0.0233317		0.0617278	0.0617278	0.0617278		0.0617278										0.0379502	0.0233317	0.0617278	1	0	1	436584	ENSDARG00000040907	0.0379502	0.0379502		0.0233317	0.0233317		0.0617278	0.0617278		0.0379502	0.0233317	0.0617278	0															0						Linear,1(1)	1.7101099491119385	1.7101099491119385	1.7101099491119385	1.7101099491119385	0.0	1.7101099491119385	0.0379502	0.0379502	0.0233317	0.0233317	0.0617278	0.0617278	UP	1.0	0.0	0.0	
R-DRE-70263	Gluconeogenesis	22	22	1	1	0	1	1	1	1	0	0	17	22	4863	0.92627	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8948216	Collagen chain trimerization	16	16	1	1	0	1	1	1	1	0	0	17	16	4869	0.94585	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1222556	ROS and RNS production in phagocytes	18	18	1	1	1	0	0	0	1	0	0	17	18	4867	0.93928	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-166662	Lectin pathway of complement activation	2	2	1	1	1	1	1	1	1	1	1	16	1	4884	0.99999	0.0069246	0.0069246	50.0	492459	colec11	ENSDARG00000013266		0.0646492	0.0646492	0.0646492		0.0646492		0.0309132	0.0309132	0.0309132		0.030913199999999995		0.135202	0.135202	0.135202		0.135202		0.0	0.0646492	0.0	0.0646492	0.0309132	0.0309132	0.135202	0.135202	0.0646492	0.0309132	0.135202	1	0	1	492459	ENSDARG00000013266	0.0646492	0.0646492		0.0309132	0.0309132		0.135202	0.135202		0.0646492	0.0309132	0.135202	0															0						Linear,1(1)	1.7555389404296875	1.7555389404296875	1.7555389404296875	1.7555389404296875	0.0	1.7555389404296875	0.0646492	0.0646492	0.0309132	0.0309132	0.135202	0.135202	UP	1.0	0.0	0.0	
R-DRE-166187	Mitochondrial Uncoupling	3	3	1	1	1	1	1	1	1	1	1	16	2	4883	0.99997	0.01037	0.01037	33.33	794081	ucp3	ENSDARG00000091209		0.0049864	0.0049864	0.0049864		0.0049864		0.00256242	0.00256242	0.00256242		0.00256242		0.00970342	0.00970342	0.00970342		0.00970342		0.0	0.0049864	0.0	0.0049864	0.00256242	0.00256242	0.00970342	0.00970342	0.0049864	0.00256242	0.00970342	0	1	0															1	794081	ENSDARG00000091209	0.0049864	0.0049864		0.00256242	0.00256242		0.00970342	0.00970342		0.0049864	0.00256242	0.00970342	0						Poly 2,1(1)	1.9258249998092651	1.9258249998092651	1.9258249998092651	1.9258249998092651	0.0	1.9258249998092651	0.0049864	0.0049864	0.00256242	0.00256242	0.00970342	0.00970342	DOWN	0.0	1.0	0.0	
R-DRE-163359	Glucagon signaling in metabolic regulation	8	8	1	1	1	1	1	1	1	1	1	16	7	4878	0.99969	0.027429	0.027429	12.5	436584	gcgb	ENSDARG00000040907		0.0379502	0.0379502	0.0379502		0.0379502		0.0233317	0.0233317	0.0233317		0.0233317		0.0617278	0.0617278	0.0617278		0.0617278		0.0	0.0379502	0.0	0.0379502	0.0233317	0.0233317	0.0617278	0.0617278	0.0379502	0.0233317	0.0617278	1	0	1	436584	ENSDARG00000040907	0.0379502	0.0379502		0.0233317	0.0233317		0.0617278	0.0617278		0.0379502	0.0233317	0.0617278	0															0						Linear,1(1)	1.7101099491119385	1.7101099491119385	1.7101099491119385	1.7101099491119385	0.0	1.7101099491119385	0.0379502	0.0379502	0.0233317	0.0233317	0.0617278	0.0617278	UP	1.0	0.0	0.0	
R-DRE-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	8	8	1	1	0	1	1	1	1	0	0	17	8	4877	0.97257	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-193048	Androgen biosynthesis	7	8	1	1	0	1	1	1	1	0	0	17	8	4877	0.97257	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-193993	Mineralocorticoid biosynthesis	2	3	1	1	0	1	1	1	1	0	0	17	3	4882	0.98963	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5668599	RHO GTPases Activate NADPH Oxidases	13	13	2	2	2	1	1	1	2	1	1	16	12	4873	0.99914	0.04421	0.04421	7.69	555604	nox1	ENSDARG00000087574		1.42044E-4	1.42044E-4	1.42044E-4		1.42044E-4		3.41062E-5	3.41062E-5	3.41062E-5		3.41062E-5		5.91578E-4	5.91578E-4	5.91578E-4		5.91578E-4		0.0	1.42044E-4			3.41062E-5		5.91578E-4		1.42044E-4	3.41062E-5	5.91578E-4	0	1	0															1	555604	ENSDARG00000087574	1.42044E-4	1.42044E-4		3.41062E-5	3.41062E-5		5.91578E-4	5.91578E-4		1.42044E-4	3.41062E-5	5.91578E-4	0						Hill,1(1)	2.351336717605591	2.351336717605591	2.351336717605591	2.351336717605591	0.0	2.351336717605591	1.42044E-4	1.42044E-4	3.41062E-5	3.41062E-5	5.91578E-4	5.91578E-4	DOWN	0.0	1.0	0.0	
R-DRE-73942	DNA Damage Reversal	2	2	1	1	1	1	1	1	1	1	1	16	1	4884	0.99999	0.0069246	0.0069246	50.0	553363	fto	ENSDARG00000044216		0.0426408	0.0426408	0.0426408		0.0426408		0.0251485	0.0251485	0.0251485		0.0251485		0.0723	0.0723	0.0723		0.0723		0.0	0.0426408	0.0	0.0426408	0.0251485	0.0251485	0.0723	0.0723	0.0426408	0.0251485	0.0723	1	0	1	553363	ENSDARG00000044216	0.0426408	0.0426408		0.0251485	0.0251485		0.0723	0.0723		0.0426408	0.0251485	0.0723	0															0						Linear,1(1)	1.6114766597747803	1.6114766597747803	1.6114766597747803	1.6114766597747803	0.0	1.6114766597747803	0.0426408	0.0426408	0.0251485	0.0251485	0.0723	0.0723	UP	1.0	0.0	0.0	
R-DRE-73943	Reversal of alkylation damage by DNA dioxygenases	2	2	1	1	1	1	1	1	1	1	1	16	1	4884	0.99999	0.0069246	0.0069246	50.0	553363	fto	ENSDARG00000044216		0.0426408	0.0426408	0.0426408		0.0426408		0.0251485	0.0251485	0.0251485		0.0251485		0.0723	0.0723	0.0723		0.0723		0.0	0.0426408	0.0	0.0426408	0.0251485	0.0251485	0.0723	0.0723	0.0426408	0.0251485	0.0723	1	0	1	553363	ENSDARG00000044216	0.0426408	0.0426408		0.0251485	0.0251485		0.0723	0.0723		0.0426408	0.0251485	0.0723	0															0						Linear,1(1)	1.6114766597747803	1.6114766597747803	1.6114766597747803	1.6114766597747803	0.0	1.6114766597747803	0.0426408	0.0426408	0.0251485	0.0251485	0.0723	0.0723	UP	1.0	0.0	0.0	
R-DRE-196791	Vitamin D (calciferol) metabolism	6	6	1	1	1	1	1	1	1	1	1	16	5	4880	0.99983	0.020639	0.020639	16.67	563369	cyp2r1	ENSDARG00000056587		0.00366012	0.00366012	0.00366012		0.00366012		0.00216762	0.00216762	0.00216762		0.0021676199999999994		0.00618025	0.00618025	0.00618025		0.00618025		0.0	0.00366012	0.0	0.00366012	0.00216762	0.00216762	0.00618025	0.00618025	0.00366012	0.00216762	0.00618025	0	1	0															1	563369	ENSDARG00000056587	0.00366012	0.00366012		0.00216762	0.00216762		0.00618025	0.00618025		0.00366012	0.00216762	0.00618025	0						Poly 2,1(1)	5.858227252960205	5.858227252960205	5.858227252960205	5.858227252960205	0.0	5.858227252960205	0.00366012	0.00366012	0.00216762	0.00216762	0.00618025	0.00618025	DOWN	0.0	1.0	0.0	
R-DRE-211916	Vitamins	3	3	1	1	1	1	1	1	1	1	1	16	2	4883	0.99997	0.01037	0.01037	33.33	563369	cyp2r1	ENSDARG00000056587		0.00366012	0.00366012	0.00366012		0.00366012		0.00216762	0.00216762	0.00216762		0.0021676199999999994		0.00618025	0.00618025	0.00618025		0.00618025		0.0	0.00366012	0.0	0.00366012	0.00216762	0.00216762	0.00618025	0.00618025	0.00366012	0.00216762	0.00618025	0	1	0															1	563369	ENSDARG00000056587	0.00366012	0.00366012		0.00216762	0.00216762		0.00618025	0.00618025		0.00366012	0.00216762	0.00618025	0						Poly 2,1(1)	5.858227252960205	5.858227252960205	5.858227252960205	5.858227252960205	0.0	5.858227252960205	0.00366012	0.00366012	0.00216762	0.00216762	0.00618025	0.00618025	DOWN	0.0	1.0	0.0	
R-DRE-210990	PECAM1 interactions	7	7	1	1	1	1	1	0	1	0	0	17	7	4878	0.97596	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9018683	Biosynthesis of DPA-derived SPMs	2	2	1	1	0	1	1	1	1	0	0	17	2	4883	0.99308	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9025094	Biosynthesis of DPAn-3 SPMs	2	2	1	1	0	1	1	1	1	0	0	17	2	4883	0.99308	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2142770	Synthesis of 15-eicosatetraenoic acid derivatives	3	3	1	1	0	1	1	1	1	0	0	17	3	4882	0.98963	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9018679	Biosynthesis of EPA-derived SPMs	3	3	1	1	0	1	1	1	1	0	0	17	3	4882	0.98963	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9027604	Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives	1	1	1	1	0	1	1	1	1	0	0	17	1	4884	0.99653	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-3000480	Scavenging by Class A Receptors	6	6	1	1	1	1	1	1	1	1	1	16	5	4880	0.99983	0.020639	0.020639	16.67	492459	colec11	ENSDARG00000013266		0.0646492	0.0646492	0.0646492		0.0646492		0.0309132	0.0309132	0.0309132		0.030913199999999995		0.135202	0.135202	0.135202		0.135202		0.0	0.0646492	0.0	0.0646492	0.0309132	0.0309132	0.135202	0.135202	0.0646492	0.0309132	0.135202	1	0	1	492459	ENSDARG00000013266	0.0646492	0.0646492		0.0309132	0.0309132		0.135202	0.135202		0.0646492	0.0309132	0.135202	0															0						Linear,1(1)	1.7555389404296875	1.7555389404296875	1.7555389404296875	1.7555389404296875	0.0	1.7555389404296875	0.0646492	0.0646492	0.0309132	0.0309132	0.135202	0.135202	UP	1.0	0.0	0.0	
R-DRE-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	4	4	1	0	0	1	1	1	1	0	0	17	4	4881	0.9862	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8939245	RUNX1 regulates transcription of genes involved in BCR signaling	4	4	1	1	0	1	1	1	1	0	0	17	4	4881	0.9862	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	4	4	1	1	1	0	0	0	1	0	0	17	4	4881	0.9862	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-167826	The fatty acid cycling model	2	2	1	1	1	1	1	1	1	1	1	16	1	4884	0.99999	0.0069246	0.0069246	50.0	794081	ucp3	ENSDARG00000091209		0.0049864	0.0049864	0.0049864		0.0049864		0.00256242	0.00256242	0.00256242		0.00256242		0.00970342	0.00970342	0.00970342		0.00970342		0.0	0.0049864	0.0	0.0049864	0.00256242	0.00256242	0.00970342	0.00970342	0.0049864	0.00256242	0.00970342	0	1	0															1	794081	ENSDARG00000091209	0.0049864	0.0049864		0.00256242	0.00256242		0.00970342	0.00970342		0.0049864	0.00256242	0.00970342	0						Poly 2,1(1)	1.9258249998092651	1.9258249998092651	1.9258249998092651	1.9258249998092651	0.0	1.9258249998092651	0.0049864	0.0049864	0.00256242	0.00256242	0.00970342	0.00970342	DOWN	0.0	1.0	0.0	
R-DRE-167827	The proton buffering model	2	2	1	1	1	1	1	1	1	1	1	16	1	4884	0.99999	0.0069246	0.0069246	50.0	794081	ucp3	ENSDARG00000091209		0.0049864	0.0049864	0.0049864		0.0049864		0.00256242	0.00256242	0.00256242		0.00256242		0.00970342	0.00970342	0.00970342		0.00970342		0.0	0.0049864	0.0	0.0049864	0.00256242	0.00256242	0.00970342	0.00970342	0.0049864	0.00256242	0.00970342	0	1	0															1	794081	ENSDARG00000091209	0.0049864	0.0049864		0.00256242	0.00256242		0.00970342	0.00970342		0.0049864	0.00256242	0.00970342	0						Poly 2,1(1)	1.9258249998092651	1.9258249998092651	1.9258249998092651	1.9258249998092651	0.0	1.9258249998092651	0.0049864	0.0049864	0.00256242	0.00256242	0.00970342	0.00970342	DOWN	0.0	1.0	0.0	
