Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Analine_DESeq_normData
Work Source: Analine_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:40.28
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 3891
Total Run Time: 4 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000152	4	nuclear ubiquitin ligase complex	38	38	1	1	1	1	1	1	1	1	1	79	37	18959	0.98893	0.14773	0.14773	2.63	322854	anapc5	ENSDARG00000008461		0.3406	0.3406	0.3406		0.34059999999999996		0.191621	0.191621	0.191621		0.19162099999999999		0.605408	0.605408	0.605408		0.605408										0.3406	0.191621	0.605408	0	1	0															1	322854	ENSDARG00000008461	0.3406	0.3406		0.191621	0.191621		0.605408	0.605408		0.3406	0.191621	0.605408	0						Poly 2,1(1)	1.7695090770721436	1.7695090770721436	1.7695090770721436	1.7695090770721436	0.0	1.7695090770721436	0.3406	0.3406	0.191621	0.191621	0.605408	0.605408	DOWN	0.0	1.0	0.0	
GO:0000159	5	protein phosphatase type 2A complex	19	19	1	1	1	1	1	1	1	1	1	79	18	18978	0.99716	0.076779	0.076779	5.26	562460	ppp2r5a	ENSDARG00000027017		0.614859	0.614859	0.614859		0.614859		0.241507	0.241507	0.241507		0.241507		1.56539	1.56539	1.56539		1.56539		0.0	0.614859			0.241507		1.56539		0.614859	0.241507	1.56539	0	1	0															1	562460	ENSDARG00000027017	0.614859	0.614859		0.241507	0.241507		1.56539	1.56539		0.614859	0.241507	1.56539	0						Poly 2,1(1)	1.5537750720977783	1.5537750720977783	1.5537750720977783	1.5537750720977783	0.0	1.5537750720977783	0.614859	0.614859	0.241507	0.241507	1.56539	1.56539	DOWN	0.0	1.0	0.0	
GO:0000166	4	nucleotide binding	1932	2149	80	59	15	63	63	56	80	9	9	71	2140	16856	0.58586	0.55427	1.0	0.42	100126123;798846;567242;564573;560719;560210;64265;64263;30671	hsp70.1;hspa1b;cnga3a;myo3b;si:dkey-206f10.1;hsp70l;aox5;gch2;hsp70.3	ENSDARG00000092362;ENSDARG00000056210;ENSDARG00000070726;ENSDARG00000006892;ENSDARG00000032838;ENSDARG00000055723;ENSDARG00000071475;ENSDARG00000099101;ENSDARG00000021924		3.5493671111111107	3.8451	0.658254	1.3666616993097147	3.4888441547458484	1.5435272144769676	2.0833163333333333	2.32399	0.243737	0.7716309668057009	2.0226847570015076	0.8720589804178409	6.100865555555555	6.36181	1.77773	2.4398903238829783	6.084549086823253	2.7525745877840424									4.91684;3.69981;3.8451;4.32879;4.25123;0.658254;2.59719;2.71756;4.92953	2.69624;2.26292;2.32399;2.50486;2.4786;0.243737;1.7375;1.80176;2.70024	8.96633;6.04908;6.36181;7.48085;7.29158;1.77773;3.88226;4.09885;8.9993	6	3	6	100126123;798846;560210;64265;64263;30671	ENSDARG00000092362;ENSDARG00000056210;ENSDARG00000055723;ENSDARG00000071475;ENSDARG00000099101;ENSDARG00000021924	3.253197333333333	3.208685	1.6265451043960226	1.9070661666666666	2.03234	0.9148833816504522	5.628925	5.073964999999999	2.9290920454826934	4.91684;3.69981;0.658254;2.59719;2.71756;4.92953	2.69624;2.26292;0.243737;1.7375;1.80176;2.70024	8.96633;6.04908;1.77773;3.88226;4.09885;8.9993	3	567242;564573;560719	ENSDARG00000070726;ENSDARG00000006892;ENSDARG00000032838	4.141706666666667	4.25123	0.2597797614005634	2.4358166666666667	2.4786	0.09773074968162951	7.044746666666666	7.29158	0.5989638146276725	3.8451;4.32879;4.25123	2.32399;2.50486;2.4786	6.36181;7.48085;7.29158	0						Linear,8(0.89);Poly 2,1(0.12)	2.340300930619894	22.777575135231018	1.6967229843139648	5.70545768737793	1.2650217966237454	2.123363494873047	2.656481467562099	4.442252754660124	1.5791841016869423	2.5874485649797245	4.5068038772853445	7.6949272338257675	UP	0.6666666666666666	0.3333333333333333	0.0	
GO:0000176	4	nuclear exosome (RNase complex)	11	11	1	1	0	1	1	1	1	0	0	80	11	18985	0.95481	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000177	6	cytoplasmic exosome (RNase complex)	11	11	1	1	0	1	1	1	1	0	0	80	11	18985	0.95481	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000178	5	exosome (RNase complex)	15	15	1	1	0	1	1	1	1	0	0	80	15	18981	0.93889	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000184	9	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	23	23	1	1	0	1	1	1	1	0	0	80	23	18973	0.90781	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000209	9	protein polyubiquitination	136	139	5	5	1	5	5	5	5	1	1	79	138	18858	0.88448	0.44361	0.44361	0.72	322854	anapc5	ENSDARG00000008461		0.3406	0.3406	0.3406		0.34059999999999996		0.191621	0.191621	0.191621		0.19162099999999999		0.605408	0.605408	0.605408		0.605408										0.3406	0.191621	0.605408	0	1	0															1	322854	ENSDARG00000008461	0.3406	0.3406		0.191621	0.191621		0.605408	0.605408		0.3406	0.191621	0.605408	0						Poly 2,1(1)	1.7695090770721436	1.7695090770721436	1.7695090770721436	1.7695090770721436	0.0	1.7695090770721436	0.3406	0.3406	0.191621	0.191621	0.605408	0.605408	DOWN	0.0	1.0	0.0	
GO:0000217	6	DNA secondary structure binding	7	7	1	1	0	1	1	1	1	0	0	80	7	18989	0.97101	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000226	5	microtubule cytoskeleton organization	253	265	6	6	0	6	6	6	6	0	0	80	265	18731	0.3258	1.0	0.63128	0.0																																		0	0	0															0															0																							
GO:0000243	6	commitment complex	7	7	1	1	0	1	1	1	1	0	0	80	7	18989	0.97101	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000248	6	C-5 sterol desaturase activity	1	1	1	0	0	1	1	1	1	0	0	80	1	18995	0.99581	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000266	7	mitochondrial fission	11	11	1	1	0	1	1	1	1	0	0	80	11	18985	0.95481	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000271	6	polysaccharide biosynthetic process	26	37	1	1	1	1	1	1	1	1	1	79	36	18960	0.98948	0.14413	0.14413	2.7	415152	gyg1b	ENSDARG00000059391		0.52684	0.52684	0.52684		0.52684		0.230891	0.230891	0.230891		0.230891		1.20213	1.20213	1.20213		1.20213										0.52684	0.230891	1.20213	0	1	0															1	415152	ENSDARG00000059391	0.52684	0.52684		0.230891	0.230891		1.20213	1.20213		0.52684	0.230891	1.20213	0						Poly 2,1(1)	1.598862648010254	1.598862648010254	1.598862648010254	1.598862648010254	0.0	1.598862648010254	0.52684	0.52684	0.230891	0.230891	1.20213	1.20213	DOWN	0.0	1.0	0.0	
GO:0000278	4	mitotic cell cycle	83	86	7	6	0	7	7	7	7	0	0	80	86	18910	0.69612	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000281	5	mitotic cytokinesis	35	36	1	1	0	1	1	1	1	0	0	80	36	18960	0.85948	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000287	6	magnesium ion binding	104	106	4	2	0	2	2	2	4	0	0	80	106	18890	0.63973	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000291	9	nuclear-transcribed mRNA catabolic process, exonucleolytic	13	13	1	1	0	1	1	1	1	0	0	80	13	18983	0.94682	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000307	8	cyclin-dependent protein kinase holoenzyme complex	29	32	1	0	0	0	0	0	1	0	0	80	32	18964	0.87407	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000323	7	lytic vacuole	159	171	7	4	1	4	4	4	7	1	1	79	170	18826	0.83888	0.51416	0.51416	0.58	406452	sqstm1	ENSDARG00000075014		0.741721	0.741721	0.741721		0.741721		0.238029	0.238029	0.238029		0.23802899999999996		2.31128	2.31128	2.31128		2.31128										0.741721	0.238029	2.31128	0	1	0															1	406452	ENSDARG00000075014	0.741721	0.741721		0.238029	0.238029		2.31128	2.31128		0.741721	0.238029	2.31128	0						Poly 2,1(1)	1.7721986770629883	1.7721986770629883	1.7721986770629883	1.7721986770629883	0.0	1.7721986770629883	0.741721	0.741721	0.238029	0.238029	2.31128	2.31128	DOWN	0.0	1.0	0.0	
GO:0000375	9	RNA splicing, via transesterification reactions	126	127	4	4	0	4	4	4	4	0	0	80	127	18869	0.58538	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000377	10	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	126	127	4	4	0	4	4	4	4	0	0	80	127	18869	0.58538	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000381	9	regulation of alternative mRNA splicing, via spliceosome	50	52	2	2	0	2	2	2	2	0	0	80	52	18944	0.80346	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000398	9	mRNA splicing, via spliceosome	126	127	4	4	0	4	4	4	4	0	0	80	127	18869	0.58538	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000400	7	four-way junction DNA binding	4	4	1	1	0	1	1	1	1	0	0	80	4	18992	0.98333	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000422	6	autophagy of mitochondrion	34	37	2	2	1	2	2	2	2	1	1	79	36	18960	0.98948	0.14413	0.14413	2.7	406452	sqstm1	ENSDARG00000075014		0.741721	0.741721	0.741721		0.741721		0.238029	0.238029	0.238029		0.23802899999999996		2.31128	2.31128	2.31128		2.31128										0.741721	0.238029	2.31128	0	1	0															1	406452	ENSDARG00000075014	0.741721	0.741721		0.238029	0.238029		2.31128	2.31128		0.741721	0.238029	2.31128	0						Poly 2,1(1)	1.7721986770629883	1.7721986770629883	1.7721986770629883	1.7721986770629883	0.0	1.7721986770629883	0.741721	0.741721	0.238029	0.238029	2.31128	2.31128	DOWN	0.0	1.0	0.0	
GO:0000423	7	mitophagy	4	4	1	1	1	1	1	1	1	1	1	79	3	18993	0.9999	0.016671	0.016671	25.0	406452	sqstm1	ENSDARG00000075014		0.741721	0.741721	0.741721		0.741721		0.238029	0.238029	0.238029		0.23802899999999996		2.31128	2.31128	2.31128		2.31128		0.0	0.741721	0.0	0.741721	0.238029	0.238029	2.31128	2.31128	0.741721	0.238029	2.31128	0	1	0															1	406452	ENSDARG00000075014	0.741721	0.741721		0.238029	0.238029		2.31128	2.31128		0.741721	0.238029	2.31128	0						Poly 2,1(1)	1.7721986770629883	1.7721986770629883	1.7721986770629883	1.7721986770629883	0.0	1.7721986770629883	0.741721	0.741721	0.238029	0.238029	2.31128	2.31128	DOWN	0.0	1.0	0.0	
GO:0000428	5	DNA-directed RNA polymerase complex	43	44	3	3	0	3	3	3	3	0	0	80	44	18952	0.831	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000462	11	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	23	23	2	2	2	1	1	1	2	1	1	79	22	18974	0.99585	0.092185	0.092185	4.35	447856	utp3	ENSDARG00000056720		0.417382	0.417382	0.417382		0.417382		0.212255	0.212255	0.212255		0.212255		0.820748	0.820748	0.820748		0.820748										0.417382	0.212255	0.820748	0	1	0															1	447856	ENSDARG00000056720	0.417382	0.417382		0.212255	0.212255		0.820748	0.820748		0.417382	0.212255	0.820748	0						Poly 2,1(1)	1.5755168199539185	1.5755168199539185	1.5755168199539185	1.5755168199539185	0.0	1.5755168199539185	0.417382	0.417382	0.212255	0.212255	0.820748	0.820748	DOWN	0.0	1.0	0.0	
GO:0000502	4	proteasome complex	48	54	1	1	0	1	1	1	1	0	0	80	54	18942	0.79672	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000723	6	telomere maintenance	40	40	1	1	1	1	1	1	1	1	1	79	39	18957	0.98778	0.15488	0.15488	2.5	799320	znf365	ENSDARG00000087985		0.390378	0.390378	0.390378		0.39037799999999995		0.205357	0.205357	0.205357		0.205357		0.742101	0.742101	0.742101		0.742101										0.390378	0.205357	0.742101	0	1	0															1	799320	ENSDARG00000087985	0.390378	0.390378		0.205357	0.205357		0.742101	0.742101		0.390378	0.205357	0.742101	0						Poly 2,1(1)	4.334602355957031	4.334602355957031	4.334602355957031	4.334602355957031	0.0	4.334602355957031	0.390378	0.390378	0.205357	0.205357	0.742101	0.742101	DOWN	0.0	1.0	0.0	
GO:0000724	8	double-strand break repair via homologous recombination	68	72	2	2	1	2	2	2	2	1	1	79	71	18925	0.96325	0.26151	0.26151	1.39	564644	nsmce2	ENSDARG00000076379		0.315718	0.315718	0.315718		0.315718		0.183152	0.183152	0.183152		0.183152		0.544234	0.544234	0.544234		0.544234										0.315718	0.183152	0.544234	1	0	1	564644	ENSDARG00000076379	0.315718	0.315718		0.183152	0.183152		0.544234	0.544234		0.315718	0.183152	0.544234	0															0						Poly 2,1(1)	1.6866263151168823	1.6866263151168823	1.6866263151168823	1.6866263151168823	0.0	1.6866263151168823	0.315718	0.315718	0.183152	0.183152	0.544234	0.544234	UP	1.0	0.0	0.0	
GO:0000725	7	recombinational repair	69	73	2	2	1	2	2	2	2	1	1	79	72	18924	0.96232	0.26462	0.26462	1.37	564644	nsmce2	ENSDARG00000076379		0.315718	0.315718	0.315718		0.315718		0.183152	0.183152	0.183152		0.183152		0.544234	0.544234	0.544234		0.544234										0.315718	0.183152	0.544234	1	0	1	564644	ENSDARG00000076379	0.315718	0.315718		0.183152	0.183152		0.544234	0.544234		0.315718	0.183152	0.544234	0															0						Poly 2,1(1)	1.6866263151168823	1.6866263151168823	1.6866263151168823	1.6866263151168823	0.0	1.6866263151168823	0.315718	0.315718	0.183152	0.183152	0.544234	0.544234	UP	1.0	0.0	0.0	
GO:0000737	7	DNA catabolic process, endonucleolytic	10	11	1	1	0	1	1	1	1	0	0	80	11	18985	0.95481	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000738	7	DNA catabolic process, exonucleolytic	2	3	1	1	0	1	1	1	1	0	0	80	3	18993	0.98747	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000776	4	kinetochore	57	57	1	1	0	1	1	1	1	0	0	80	57	18939	0.78671	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000785	3	chromatin	121	137	6	5	1	5	5	5	6	1	1	79	136	18860	0.8872	0.43888	0.43888	0.73	415223	trim63a	ENSDARG00000028027		0.863081	0.863081	0.863081		0.863081		0.230496	0.230496	0.230496		0.230496		3.23176	3.23176	3.23176		3.23176										0.863081	0.230496	3.23176	0	1	0															1	415223	ENSDARG00000028027	0.863081	0.863081		0.230496	0.230496		3.23176	3.23176		0.863081	0.230496	3.23176	0						Poly 2,1(1)	2.559546947479248	2.559546947479248	2.559546947479248	2.559546947479248	0.0	2.559546947479248	0.863081	0.863081	0.230496	0.230496	3.23176	3.23176	DOWN	0.0	1.0	0.0	
GO:0000786	4	nucleosome	29	62	1	0	1	1	1	1	1	0	0	80	62	18934	0.7703	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000792	4	heterochromatin	15	15	1	1	0	1	1	1	1	0	0	80	15	18981	0.93889	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000800	3	lateral element	1	1	1	0	0	0	0	0	1	0	0	80	1	18995	0.99581	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000815	4	ESCRT III complex	11	12	1	1	0	1	1	1	1	0	0	80	12	18984	0.95081	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000900	5	mRNA regulatory element binding translation repressor activity	6	11	1	1	0	1	1	1	1	0	0	80	11	18985	0.95481	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000902	4	cell morphogenesis	100	108	5	5	0	5	5	5	5	0	0	80	108	18888	0.63435	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000904	5	cell morphogenesis involved in differentiation	64	72	5	5	0	5	5	5	5	0	0	80	72	18924	0.73849	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000910	4	cytokinesis	54	56	1	1	0	1	1	1	1	0	0	80	56	18940	0.79003	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000932	6	P-body	47	51	1	1	0	1	1	1	1	0	0	80	51	18945	0.80685	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000956	8	nuclear-transcribed mRNA catabolic process	63	66	3	3	0	3	3	3	3	0	0	80	66	18930	0.75741	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000959	7	mitochondrial RNA metabolic process	23	23	1	1	0	1	1	1	1	0	0	80	23	18973	0.90781	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000976	6	transcription cis-regulatory region binding	1087	1222	68	48	1	59	59	52	68	1	1	79	1221	17775	0.032198	0.99505	0.063476	0.082	795414	relb	ENSDARG00000086173		3.91648	3.91648	3.91648		3.91648		2.35243	2.35243	2.35243		2.35243		6.5204	6.5204	6.5204		6.5204										3.91648	2.35243	6.5204	1	0	1	795414	ENSDARG00000086173	3.91648	3.91648		2.35243	2.35243		6.5204	6.5204		3.91648	2.35243	6.5204	0															0						Linear,1(1)	1.6990283727645874	1.6990283727645874	1.6990283727645874	1.6990283727645874	0.0	1.6990283727645874	3.91648	3.91648	2.35243	2.35243	6.5204	6.5204	UP	1.0	0.0	0.0	
GO:0000977	7	RNA polymerase II transcription regulatory region sequence-specific DNA binding	1035	1166	65	47	1	57	57	51	65	1	1	79	1165	17831	0.039678	0.99363	0.0945	0.086	795414	relb	ENSDARG00000086173		3.91648	3.91648	3.91648		3.91648		2.35243	2.35243	2.35243		2.35243		6.5204	6.5204	6.5204		6.5204										3.91648	2.35243	6.5204	1	0	1	795414	ENSDARG00000086173	3.91648	3.91648		2.35243	2.35243		6.5204	6.5204		3.91648	2.35243	6.5204	0															0						Linear,1(1)	1.6990283727645874	1.6990283727645874	1.6990283727645874	1.6990283727645874	0.0	1.6990283727645874	3.91648	3.91648	2.35243	2.35243	6.5204	6.5204	UP	1.0	0.0	0.0	
GO:0000978	8	RNA polymerase II cis-regulatory region sequence-specific DNA binding	840	942	54	38	1	48	48	42	54	1	1	79	941	18055	0.089243	0.98275	0.18907	0.11	795414	relb	ENSDARG00000086173		3.91648	3.91648	3.91648		3.91648		2.35243	2.35243	2.35243		2.35243		6.5204	6.5204	6.5204		6.5204										3.91648	2.35243	6.5204	1	0	1	795414	ENSDARG00000086173	3.91648	3.91648		2.35243	2.35243		6.5204	6.5204		3.91648	2.35243	6.5204	0															0						Linear,1(1)	1.6990283727645874	1.6990283727645874	1.6990283727645874	1.6990283727645874	0.0	1.6990283727645874	3.91648	3.91648	2.35243	2.35243	6.5204	6.5204	UP	1.0	0.0	0.0	
GO:0000981	4	DNA-binding transcription factor activity, RNA polymerase II-specific	1044	1177	66	49	2	59	59	53	66	2	2	78	1175	17821	0.12157	0.96191	0.24114	0.17	795414;326672	relb;ets2	ENSDARG00000086173;ENSDARG00000103980		2.0911885	2.0911885	0.265897	2.58135199458433	1.5308800316746842	2.4567228090670663	1.257945	1.257945	0.16346	1.547835530813917	0.9219716971302758	1.4731051252261724	3.4764660000000003	3.4764660000000003	0.432532	4.3047727457685845	2.542071686969259	4.096935797430029									3.91648;0.265897	2.35243;0.16346	6.5204;0.432532	2	0	2	795414;326672	ENSDARG00000086173;ENSDARG00000103980	2.0911885	2.0911885	2.58135199458433	1.257945	1.257945	1.547835530813917	3.4764660000000003	3.4764660000000003	4.3047727457685845	3.91648;0.265897	2.35243;0.16346	6.5204;0.432532	0															0						Linear,1(0.5);Poly 2,1(0.5)	1.6279915115182584	3.258953094482422	1.5599247217178345	1.6990283727645874	0.09836113494296618	1.629476547241211	-1.4863828399999996	5.66875984	-0.8872455999999993	3.4031355999999997	-2.48964464	9.44257664	UP	1.0	0.0	0.0	
GO:0000987	7	cis-regulatory region sequence-specific DNA binding	856	960	55	38	1	48	48	42	55	1	1	79	959	18037	0.083751	0.98407	0.19128	0.1	795414	relb	ENSDARG00000086173		3.91648	3.91648	3.91648		3.91648		2.35243	2.35243	2.35243		2.35243		6.5204	6.5204	6.5204		6.5204										3.91648	2.35243	6.5204	1	0	1	795414	ENSDARG00000086173	3.91648	3.91648		2.35243	2.35243		6.5204	6.5204		3.91648	2.35243	6.5204	0															0						Linear,1(1)	1.6990283727645874	1.6990283727645874	1.6990283727645874	1.6990283727645874	0.0	1.6990283727645874	3.91648	3.91648	2.35243	2.35243	6.5204	6.5204	UP	1.0	0.0	0.0	
GO:0001018	7	mitochondrial promoter sequence-specific DNA binding	1	1	1	1	0	1	1	1	1	0	0	80	1	18995	0.99581	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001046	7	core promoter sequence-specific DNA binding	8	8	1	0	0	1	1	0	1	0	0	80	8	18988	0.96693	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001067	5	transcription regulatory region nucleic acid binding	1087	1222	68	48	1	59	59	52	68	1	1	79	1221	17775	0.032198	0.99505	0.063476	0.082	795414	relb	ENSDARG00000086173		3.91648	3.91648	3.91648		3.91648		2.35243	2.35243	2.35243		2.35243		6.5204	6.5204	6.5204		6.5204										3.91648	2.35243	6.5204	1	0	1	795414	ENSDARG00000086173	3.91648	3.91648		2.35243	2.35243		6.5204	6.5204		3.91648	2.35243	6.5204	0															0						Linear,1(1)	1.6990283727645874	1.6990283727645874	1.6990283727645874	1.6990283727645874	0.0	1.6990283727645874	3.91648	3.91648	2.35243	2.35243	6.5204	6.5204	UP	1.0	0.0	0.0	
GO:0001216	4	DNA-binding transcription activator activity	64	75	5	5	0	5	5	5	5	0	0	80	75	18921	0.7292	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001217	4	DNA-binding transcription repressor activity	52	56	3	1	0	3	3	2	3	0	0	80	56	18940	0.79003	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001227	5	DNA-binding transcription repressor activity, RNA polymerase II-specific	48	52	2	1	0	2	2	1	2	0	0	80	52	18944	0.80346	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001228	5	DNA-binding transcription activator activity, RNA polymerase II-specific	64	75	5	5	0	5	5	5	5	0	0	80	75	18921	0.7292	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001501	5	skeletal system development	65	71	1	1	1	0	0	0	1	0	0	80	71	18925	0.74161	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001503	3	ossification	35	42	1	1	0	1	1	1	1	0	0	80	42	18954	0.83803	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001504	5	neurotransmitter uptake	2	3	1	0	0	1	1	0	1	0	0	80	3	18993	0.98747	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001505	4	regulation of neurotransmitter levels	62	68	1	0	0	1	1	0	1	0	0	80	68	18928	0.75105	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001508	5	action potential	29	32	1	1	0	1	1	1	1	0	0	80	32	18964	0.87407	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001510	7	RNA methylation	56	56	2	1	1	1	1	1	2	0	0	80	56	18940	0.79003	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001516	9	prostaglandin biosynthetic process	9	9	1	0	0	0	0	0	1	0	0	80	9	18987	0.96288	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0001518	6	voltage-gated sodium channel complex	18	18	1	1	0	1	1	1	1	0	0	80	18	18978	0.92711	1.0	1.0	0.0																																		0	0	0															0															0																							
